"","country","city","lat","long","BC8000","BC7500","BC7000","BC6500","BC6000","BC5500","BC5000","BC4500","BC4000","BC3500","BC3000","BC2500","BC2000","BC1500","BC1000","BC500","AD0","AD100","AD200","AD300","AD400","AD500","AD600","AD700","AD800","AD900","AD1000","AD1050","AD1100","AD1150","AD1200","AD1250","AD1300","AD1350","AD1400","AD1450","AD1500","AD1525","AD1550","AD1575","AD1600","AD1625","AD1650","AD1675","AD1700","AD1725","AD1750","AD1775","AD1800","AD1825","AD1850","AD1875","AD1900","AD1925","AD1950","AD1975","AD2000","AD2010"
"90","Brazil","Fortaleza",-3.75,-38.5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,48,89,270,1317,2138,3050
"99","Brazil","Salvador",-12.9699,-38.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,46,122.5,150,140.25,206,320,417,1254.5,2441,2900
"108","Brazil","Curitiba",-25.42,-49.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.54545454545454,12.0909090909091,12.3333333333333,16,50,89.5,181,1013,2446.42857142857,2750
"129","Brazil","Campinas",-22.8999,-47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,45,119.5,102,497,1169.28571428571,2300
"182","Brazil","Goiania (Gioânia)",-16.72,-49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,518,1091,1700
"193","Brazil","Brasilia",-15.7833,-47.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,1616,1625
"197","Brazil","Manaus",-3.10001,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,60,80,140,472.5,1245.71428571429,1600
"232","Brazil","Santos",-23.8399,-46.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.16666666666667,7.33333333333333,10.75,30,116.25,198,610,1474,1425
"235","Brazil","Vittoria",-20.3239,-40.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,66,276.5,1223.33333333333,1400
"279","Brazil","Belem Do Para",-1.44999,-48.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,37,59,97,257,255,800,1195.71428571429,1250
"399","Brazil","Sao Luis",-2.97155,-41.5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54.75,73,174.5,835,850
"411","Brazil","Natal",-5.78001,-35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,16,41,103,340.5,709,825
"420","Brazil","Maceio",-9.61998,-35.7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,36,89,121,331.5,797,800
"435","Brazil","Joao Pessoa",-7.1019,-34.8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,29,58,89,243.5,595,775
"436","Brazil","Teresina",-5.09498,-42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,62,91,299,714,775
"505","Brazil","Cuiaba",-15.7368,-57.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,37.5,24,126,483,675
"524","Brazil","Aracaju",-10.9,-37.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,21,42.5,78,236,461,650
"525","Brazil","Campo Grande",-20.45,-54.6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,207,655,650
"552","Brazil","Florianopolis",-27.9184,-48.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,32,42.5,68,163,342,615
"553","Brazil","Joinville",-27.0892,-48.5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,152,429,610
"557","Brazil","Sao Jose dos Campos",-23.1999,-45.8799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,150,539,600
"603","Brazil","Sorocaba",-23.4899,-47.4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,92,216,494,570
"612","Brazil","Blumenau",-27.5957,-49.3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
"662","Brazil","Feira de Santana",-12.3463,-38.6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3333333333333,83.5,119.5,207.5,481,500
"663","Brazil","Londrina",-23.3,-51.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,244.5,447,500
"664","Brazil","Ribiero Preto",-22.2051,-47.3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25,84,259,474.444444444444,500
"665","Brazil","Uberlandia",-20.5319,-48.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,178,455,500
"743","Brazil","Joinville",-26.305,-48.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
"1078","Brazil","Duque de Caxias",-22.7868,-43.3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,434,770,0
"1562","Brazil","Niteroi",-22.8807,-43.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5,53,96.5,186,360.5,458,0
"1570","Brazil","Nova Iguaçu",-22.7597,-43.4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,728,915,0
"1586","Brazil","Osasco",-23.5316,-46.7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,379,651,0
"1595","Brazil","Ouro Preto",-20.3855,-43.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,0,11,26,56,0
"1742","Brazil","Santa André",-23.6545,-46.5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,486,0,0
"1747","Brazil","Sao Goncales",-22.8269,-43.0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,522.5,889,0
"332","Bulgaria","Sofia",42.68337,23.31664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,21,22,24,26,28,30,32.5,35,37.5,40,35,30,38,46,0,43,20,68,205,529,965,1050,1050
"1646","Bulgaria","Plovdiv",42.14678,24.75094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,85,161,300,340,0
"1663","Bulgaria","Preslav",43.1586,26.8094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0
"1719","Bulgaria","Rustschuk",43.85,25.96667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,46,88,160,178,0
"1777","Bulgaria","Shumla",43.27214,26.9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,23,25,41,83,104,0
"1783","Bulgaria","Silistria",44.11667,27.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,12,12,20,58,62,0
"1790","Bulgaria","Sistova",43.617,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,13,12,13,29,48,0
"1958","Bulgaria","Varna",43.21667,27.91667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,60,120,252,320,0
"1967","Bulgaria","Vidin",43.99282,22.87891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,16,19,24,53,77,0
"297","Burkina Faso","Ouagadougou",12.37031,-1.52473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,173,840,1175
"266","Cambodia","Phhom Penh",11.55005,104.9166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8333333333333,46,87.5,111,1043,1142.85714285714,1300
"809","Cambodia","Angkor",11.57116,104.9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,200,162.5,125,140,150,125,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1262","Cambodia","Isanapura",12.86728,105.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Cameroon","Douala",4.06001,9.70998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27.1666666666667,124,479,1462.85714285714,1500
"290","Cameroon","Yaounde",3.86672,11.51664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,325.5,1016.33333333333,1200
"42","Canada","Toronto-Hamilton",43.7,-79.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,2700,4493.66666666667,5671
"82","Canada","Montreal. QC",45.50002,-73.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,25.7777777777778,38,58,131,268,728,1094,2800,3277.11111111111,3317
"159","Canada","Vancouver",49.23999,-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,205,525,1151,1987,2026
"353","Canada","Calgary",51.16046,-114.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73.5,179,498,817.333333333333,988
"393","Canada","Edmonton",53.65046,-113.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,224,461,689.777777777778,863
"395","Canada","Ottawa - Hull",45.41671,-75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27.5,73,117.5,292,690,858.666666666667,861
"518","Canada","Quebec",46.83999,-71.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18.4444444444444,29,42,61,69,113,275,530,655,660
"537","Canada","Winnipeg",49.96043,-97.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,202,292,565,623.111111111111,641
"1196","Canada","Halifax",44.64888,-63.5753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,45,58.5,90,118,186,0
"1200","Canada","Hamilton",43.25621,-79.8487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32.5,53,135,260,520.5,631.888888888889,0
"1422","Canada","London",42.9794,-81.2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,38,66,100,238.5,338.666666666667,0
"1812","Canada","St John's",47.56749,-52.7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,56,86,110.777777777778,0
"1991","Canada","Windsor",42.29268,-82.9933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,12,51,158,252.5,271.333333333333,0
"2033","Canada","Toronto",43.6788,-79.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,77.5,219,565,676,633,0,0
"666","Central African Rep.","Bangui",4.36666,18.55828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,330.5,483.666666666667,500
"44","Chile","Santiago",-33.45,-70.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,122.5,290,590,1250,3200,5493,5390
"421","Chile","Valparaiso-Vina del Mar",-33.0299,-71.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,315,535,738.888888888889,800
"519","Chile","Concepcion",-36.0263,-72.7269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,71,131,214.5,405,660
"994","Chile","Chillan",-36.6058,-72.1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,35,52,102,171,0
"1261","Chile","Iquique",-20.2362,-70.1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,36.5,39,110,170,0
"1858","Chile","Talca",-35.433,-71.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,40.5,55,115,203,0
"1956","Chile","Valparaiso",-33.0462,-71.6198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,52,98,145,187.5,219,279.5,285,0
"2034","Chile","Vina del Mar",-33.0198,-71.5505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,42,100,229,343,0
"12","China","Shanghai",31.2165,121.4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,115,185,255,651,1500,5407,8000,13271,14240
"13","China","Shenzhen",22.53,114.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161.11111111111,14000
"17","China","Beijing (Peking)",39.92888,116.3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,40,50,50,50,100,130,140,401,400,150,600,672,681,690,706,706,588,470,560,650,775,900,1000,1100,1350,1648,900,900,1266,1940,8375,11223,12405
"19","China","Guangzhou-Foshan (Canton)",23.145,113.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,47,49,40,47.5,55,80,110,140,150,150,150,175,150,155,160,170,180,190,200,200,200,300,400,600,800,900,875,670,585,798,1496,3000,7126,11460
"28","China","Tianjin",39.13004,117.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,80,105,130,155,0,250,750,800,1786,4600,4733.33333333333,8110
"48","China","Wuhan",30.58005,114.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61.5,55,55,55,63,73.5,84,70,63,63.5,64,71,80,80,84,90,90,65,64,67,70,72,75,75,75,92.5,110,123,136,148,160,170,185,200,870,1345,1150,2900,4561.11111111111,5040
"51","China","Shenyang (Mukden)",41.805,123.4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,170,170,360,1551,4402.5,4500,4830
"57","China","Chengdu",30.67002,104.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,62.5,55,55,55,81,78,75,75,40,40.6666666666667,41.3333333333333,42,46,54,54,50,50,65,85,87.5,90,95,100,0,0,0,0,0,74,85.5,97,150,200,240,400,385,750,2064,2733.33333333333,4235
"69","China","Xi'an (Sian / Changen)",34.27504,108.8949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,180,400,80,80,80,87.5,95,400,500,600,500,50,47.5,45,55,73,100,118,114,115,120,127,129.5,132,135,138,142.5,147,157,167,181,195,209.5,224,259,272,251,1000,250,559,2042.5,2772.22222222222,3850
"73","China","Hangzhou (Hangchow)",30.24999,120.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38.4,43.8,49.2,54.6,60,65,70,75,80,85,90,145,255,320,432,432,235,250,250,255,260,260,270,275.5,281,292,303,321.5,340,363.5,387,410,434,200,350,380,570,1112,1754.2,3675
"79","China","Harbin",45.75,126.6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,381,1163,2259.5,2755.55555555556,3390
"84","China","Suzhou (Soochaw)",31.30006,120.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,65,95,75,55,61.5,68,73.3333333333333,78.6666666666667,84,87,78,83,88,72,63,77,91,96,129,121,122,125,128,130,134,131,128,134,140,156.5,173,208,243,302,330,471.666666666667,500,350,381,825,1055.55555555556,3270
"86","China","Dalian",38.92519,121.6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,201,544,1216,2638.88888888889,3210
"89","China","Nanjing",32.05004,118.7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,86,118,150,150,150,50,51.5,53,63,70,68.5,67,130,130,130,95,95,487,150,147,164.5,182,188,194,186,178,159,140,120,100,75,50,0,0,0,270,395,1020,2000,2705.55555555556,3170
"96","China","Kunming (Kumming)",25.07,102.6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.25,400,1284,1588.88888888889,2930
"97","China","Chongqing (Chungking)",29.56499,106.5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,225,620,608,1039,2600,3927.77777777778,2910
"102","China","Changchun",43.86503,125.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,30,0,0,0,0,246.5,630,1598,2176.11111111111,2820
"111","China","Taiyuan (Yangkow)",37.87503,112.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,51,50,60,69.5,79,79,79,0,0,0,0,0,0,0,40,0,0,0,60,125.833333333333,721,2235.5,1712.22222222222,2705
"127","China","Changsha",28.18117,112.9745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,77.5,85,95,0,0,230,260,651,939,1477.77777777778,2395
